|appid|game|developer|publisher|positive|negative|average_forever|average_2weeks|median_forever|median_2weeks|ccu|genre|tags
50|582010|Monster Hunter: World|CAPCOM Co., Ltd.|CAPCOM Co., Ltd.|312267|52084|8598|336|2894|372|13648|Action|"{""Co-op"":2542,""Multiplayer"":2378,""Action"":2194,""Open World"":1721,""RPG"":1576,""Third Person"":1284,""Character Customization"":1233,""Adventure"":1108,""Fantasy"":1067,""Singleplayer"":930,""Difficult"":926,""Action RPG"":917,""Exploration"":800,""Great Soundtrack"":710,""Replay Value"":685,""Atmospheric"":561,""Hack and Slash"":523,""JRPG"":503,""Souls-like"":326,""MMORPG"":291}"
51|433850|Z1 Battle Royale|Daybreak Game Company|Daybreak Game Company|115308|92580|2947|12|123|12|120|Action, Adventure, Free to Play, Massively Multiplayer|"{""Survival"":2842,""Massively Multiplayer"":1662,""Multiplayer"":1623,""Open World"":1520,""Battle Royale"":1399,""PvP"":1236,""FPS"":1163,""Action"":1082,""Shooter"":1064,""Free to Play"":941,""Third-Person Shooter"":841,""Zombies"":750,""Co-op"":635,""Early Access"":621,""Online Co-Op"":615,""Adventure"":570,""First-Person"":500,""Violent"":470,""Gore"":354,""Walking Simulator"":344}"
52|400|Portal|Valve|Valve|111112|1741|544|7|174|7|420|Action|"{""Puzzle"":4013,""Puzzle-Platformer"":3040,""First-Person"":2388,""3D Platformer"":2367,""Singleplayer"":2025,""Sci-fi"":1881,""Comedy"":1530,""Female Protagonist"":1446,""Funny"":1009,""Action"":1007,""Physics"":998,""Story Rich"":821,""Classic"":801,""Platformer"":776,""Science"":730,""Atmospheric"":634,""FPS"":616,""Short"":602,""Adventure"":590,""Dark Humor"":587}"
53|444200|World of Tanks Blitz|Wargaming Group Limited|Wargaming Group Limited|97380|23903|4757|924|223|357|21152|Action, Free to Play, Massively Multiplayer|"{""Tanks"":2656,""Free to Play"":1717,""Action"":853,""Multiplayer"":841,""World War II"":723,""War"":677,""Massively Multiplayer"":651,""PvP"":508,""Shooter"":507,""Strategy"":484,""Military"":482,""Online Co-Op"":370,""Simulation"":341,""Competitive"":319,""Arcade"":201,""FPS"":195,""Singleplayer"":191,""Open World"":161,""First-Person"":150,""Horror"":50}"
54|417910|Street Warriors Online|Crazy Rocks Studios|Crazy Rocks Studios|964|706|109|0|39|0|0|Action, Massively Multiplayer, Simulation, Sports|"{""Fighting"":1135,""Action"":77,""Multiplayer"":73,""Sports"":70,""Violent"":60,""Massively Multiplayer"":58,""Simulation"":43,""Open World"":33,""Free to Play"":28,""PvP"":28,""Early Access"":14,""Co-op"":11,""Indie"":8,""Funny"":7,""Character Customization"":7}"
55|1517290|Battlefield 2042|DICE|Electronic Arts|44240|108519|3125|510|1606|310|6121|Action, Adventure, Casual|"{""Shooter"":526,""Multiplayer"":472,""Action"":460,""FPS"":458,""War"":430,""Military"":424,""First-Person"":423,""PvP"":370,""Futuristic"":367,""Team-Based"":343,""Vehicular Combat"":328,""Combat"":325,""Modern"":317,""Destruction"":277,""Physics"":258,""Cinematic"":243,""Adventure"":222,""Singleplayer"":198,""Hero Shooter"":196,""Casual"":171}"
56|304050|Trove|gamigo US Inc.|gamigo US Inc.|71013|17044|2780|119|186|157|1396|Action, Adventure, Casual, Free to Play, Massively Multiplayer, RPG|"{""Free to Play"":3730,""Open World"":2578,""Multiplayer"":2197,""MMORPG"":1952,""Adventure"":1950,""Massively Multiplayer"":1725,""Building"":1517,""Sandbox"":1415,""RPG"":1337,""Pixel Graphics"":1336,""Action"":1254,""Crafting"":1120,""Third Person"":1032,""Co-op"":1030,""Exploration"":993,""Dungeon Crawler"":865,""Voxel"":757,""Casual"":635,""Funny"":622,""FPS"":442}"
57|70|Half-Life|Valve|Valve|75487|2685|1448|47|147|47|444|Action|"{""FPS"":2269,""Sci-fi"":1795,""Singleplayer"":1793,""1990's"":1790,""Multiplayer"":1790,""Action"":1785,""Classic"":1782,""Shooter"":1777,""First-Person"":1770,""Aliens"":1767,""Silent Protagonist"":1762,""Story Rich"":1762,""Atmospheric"":1752,""Moddable"":1747,""Adventure"":1743,""Action-Adventure"":1731,""Gore"":1731,""Retro"":1728,""Difficult"":1716,""PvP"":1705}"
58|220|Half-Life 2|Valve|Valve|145627|3767|771|95|358|113|786|Action|"{""FPS"":3934,""Action"":2810,""Sci-fi"":2448,""Classic"":2234,""Singleplayer"":2176,""Story Rich"":1882,""Shooter"":1694,""First-Person"":1577,""Adventure"":1353,""Dystopian "":1187,""Atmospheric"":1108,""Zombies"":1010,""Silent Protagonist"":999,""Physics"":962,""Aliens"":931,""Great Soundtrack"":915,""Horror"":753,""Puzzle"":717,""Multiplayer"":657,""Moddable"":506}"
59|648800|Raft|Redbeet Interactive|Axolot Games|197468|14265|1873|348|852|302|8119|Adventure, Indie, Simulation|"{""Survival"":3357,""Open World Survival Craft"":3012,""Multiplayer"":2837,""Co-op"":2423,""Crafting"":2007,""Open World"":1693,""Building"":1599,""Base-Building"":1398,""Online Co-Op"":1306,""Adventure"":1207,""Sandbox"":1101,""First-Person"":718,""Early Access"":662,""Singleplayer"":616,""Underwater"":552,""Simulation"":520,""Action"":455,""Indie"":430,""Strategy"":372,""Massively Multiplayer"":292}"
60|8930|Sid Meier's Civilization V|Firaxis Games, Aspyr (Mac), Aspyr (Linux)|2K, Aspyr (Mac), Aspyr (Linux)|180202|7230|7205|96|2694|126|17472|Strategy|"{""Turn-Based Strategy"":4904,""Strategy"":4308,""Turn-Based"":2539,""Multiplayer"":2357,""Historical"":2151,""4X"":1694,""Addictive"":1665,""Singleplayer"":1582,""Hex Grid"":1299,""Grand Strategy"":1027,""Replay Value"":824,""Co-op"":756,""Tactical"":712,""Economy"":710,""Diplomacy"":665,""Moddable"":617,""Simulation"":591,""Classic"":460,""Great Soundtrack"":445,""Touch-Friendly"":302}"
61|532210|Life is Strange 2|DONTNOD Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)|Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)|23649|4207|459|0|221|0|121|Adventure|"{""Choices Matter"":612,""Story Rich"":584,""Adventure"":485,""Singleplayer"":337,""Great Soundtrack"":332,""Atmospheric"":266,""Episodic"":219,""Drama"":211,""Sexual Content"":175,""Choose Your Own Adventure"":160,""Point & Click"":120,""Third Person"":112,""Walking Simulator"":101,""LGBTQ+"":100,""Mystery"":89,""Nudity"":73,""Puzzle"":56,""Funny"":43,""Comedy"":42,""Classic"":31}"
62|130|Half-Life: Blue Shift|Gearbox Software|Valve|10562|994|762|0|94|0|36|Action|"{""FPS"":469,""Action"":294,""Sci-fi"":223,""Singleplayer"":203,""Shooter"":181,""Aliens"":161,""Classic"":149,""First-Person"":146,""Zombies"":100,""Adventure"":95,""1990's"":85,""Short"":82,""Atmospheric"":76,""Silent Protagonist"":59,""Story Rich"":54,""Puzzle"":29,""Great Soundtrack"":28,""Moddable"":28,""Retro"":24,""Old School"":16}"
63|251570|7 Days to Die|The Fun Pimps|The Fun Pimps Entertainment LLC|205063|27101|4525|623|1098|192|21090|Action, Adventure, Indie, RPG, Simulation, Strategy, Early Access|"{""Survival"":5931,""Zombies"":4521,""Voxel"":4204,""Open World"":4140,""Open World Survival Craft"":4109,""Multiplayer"":4081,""Post-apocalyptic"":3970,""Base-Building"":3859,""Online Co-Op"":3776,""Exploration"":3766,""Simulation"":3690,""Sandbox"":3681,""Building"":3677,""Strategy"":3592,""FPS"":3573,""Character Customization"":3572,""Procedural Generation"":3553,""Tower Defense"":3551,""Action"":3543,""Early Access"":3493}"
64|218230|PlanetSide 2|Rogue Planet Games|Daybreak Game Company|55419|12332|1788|78|136|78|1733|Action, Free to Play, Massively Multiplayer|"{""Free to Play"":2879,""Massively Multiplayer"":1898,""FPS"":1888,""Shooter"":1478,""Action"":1402,""Open World"":1163,""Multiplayer"":1072,""Team-Based"":975,""Sci-fi"":821,""Tactical"":770,""War"":765,""First-Person"":718,""PvP"":603,""Futuristic"":588,""Co-op"":516,""Online Co-Op"":503,""Strategy"":444,""Space"":375,""Adventure"":316,""RPG"":302}"
65|239140|Dying Light|Techland|Techland|326130|17001|2300|181|1237|145|3853|Action, RPG|"{""Zombies"":5669,""Survival Horror"":5510,""Horror"":5394,""Online Co-Op"":4593,""Open World"":4430,""Parkour"":4387,""First-Person"":4191,""Survival"":4134,""Open World Survival Craft"":4113,""Action"":4081,""FPS"":4072,""Gore"":4065,""PvE"":3985,""PvP"":3953,""Stealth"":3938,""Post-apocalyptic"":3753,""Story Rich"":3710,""Action RPG"":3531,""Hack and Slash"":3524,""RPG"":3515}"
66|72850|The Elder Scrolls V: Skyrim|Bethesda Game Studios|Bethesda Softworks|294832|16055|6894|105|3500|49|3494|RPG|"{""Open World"":9911,""RPG"":8614,""Fantasy"":6153,""Adventure"":5518,""Dragons"":4793,""Moddable"":4780,""First-Person"":3925,""Action"":3503,""Medieval"":3438,""Singleplayer"":3387,""Magic"":3340,""Story Rich"":2944,""Great Soundtrack"":2808,""Sandbox"":2494,""Lore-Rich"":2437,""Atmospheric"":2415,""Character Customization"":2327,""Action RPG"":1797,""Third Person"":1731,""Epic"":1528}"
67|275390|Guacamelee! Super Turbo Championship Edition|DrinkBox Studios|DrinkBox Studios|5560|454|200|2|60|2|18|Action, Adventure, Indie|"{""Metroidvania"":6831,""2D"":504,""Platformer"":465,""Action"":365,""Colorful"":259,""Indie"":237,""Local Co-Op"":230,""Adventure"":205,""Funny"":189,""Beat 'em up"":163,""Comedy"":141,""Co-op"":141,""Great Soundtrack"":130,""Singleplayer"":126,""4 Player Local"":118,""Wrestling"":117,""Local Multiplayer"":93,""Side Scroller"":86,""Action-Adventure"":85,""Memes"":69}"
68|80|Counter-Strike: Condition Zero|Valve|Valve|19565|1890|1704|26|24|26|417|Action|"{""Action"":1364,""FPS"":1018,""Shooter"":757,""Multiplayer"":613,""First-Person"":465,""Singleplayer"":400,""Classic"":398,""Tactical"":374,""Team-Based"":317,""Competitive"":305,""Military"":178,""Strategy"":177,""Online Co-Op"":176,""Adventure"":88,""Survival"":70,""Atmospheric"":62,""Old School"":45,""Open World"":44,""Simulation"":39,""Dark"":39}"
69|367520|Hollow Knight|Team Cherry|Team Cherry|243024|7103|1707|168|473|104|3619|Action, Adventure, Indie|"{""Metroidvania"":4176,""Souls-like"":3503,""Platformer"":3189,""Great Soundtrack"":3011,""Difficult"":2839,""2D"":2838,""Indie"":2469,""Atmospheric"":2323,""Singleplayer"":2263,""Exploration"":2260,""Adventure"":2098,""Story Rich"":2015,""Hand-drawn"":1561,""Action"":1489,""Dark Fantasy"":1380,""Multiple Endings"":1369,""Open World"":1255,""Cute"":1216,""Controller"":936,""Side Scroller"":868}"
70|96000|The Tiny Bang Story|Colibri Games|Colibri Games|5241|747|294|0|306|0|8|Adventure, Casual, Indie|"{""Point & Click"":4573,""Puzzle"":4568,""Hand-drawn"":4566,""Steampunk"":244,""Retro"":239,""Atmospheric"":235,""2D"":232,""Story Rich"":225,""Casual"":222,""Family Friendly"":220,""Cute"":218,""Surreal"":213,""Stylized"":213,""Adventure"":200,""Singleplayer"":172,""Hidden Object"":170,""Indie"":146,""Minigames"":141,""Logic"":136,""Relaxing"":130}"
71|275850|No Man's Sky|Hello Games|Hello Games|189717|58002|2864|515|1363|282|12038|Action, Adventure|"{""Open World"":4879,""Open World Survival Craft"":4733,""Space"":4491,""Exploration"":4326,""Sci-fi"":3506,""Survival"":3133,""Procedural Generation"":2942,""Adventure"":2901,""First-Person"":2826,""Sandbox"":2610,""Singleplayer"":2555,""Multiplayer"":2183,""Atmospheric"":1994,""Crafting"":1921,""Space Sim"":1855,""Indie"":1553,""Action"":1342,""Simulation"":1048,""FPS"":945,""VR"":675}"
72|1089350|NBA 2K20|Visual Concepts|2K|30537|30356|8166|1241|3003|1241|1044|Simulation, Sports|"{""Basketball"":294,""Sports"":186,""Simulation"":126,""Multiplayer"":112,""Singleplayer"":50,""Capitalism"":37,""Loot"":22,""Casual"":21,""Local Multiplayer"":16,""Massively Multiplayer"":14,""Character Customization"":14,""Controller"":14,""Realistic"":12}"
73|224260|No More Room in Hell|No More Room in Hell Team|Lever Games|59324|6761|564|81|96|142|445|Action, Free to Play, Indie|"{""Free to Play"":3548,""Zombies"":2991,""Multiplayer"":2105,""Survival"":1970,""Horror"":1694,""Co-op"":1444,""Online Co-Op"":1304,""Action"":1223,""FPS"":1152,""First-Person"":1016,""Survival Horror"":849,""Shooter"":837,""Post-apocalyptic"":814,""Open World"":624,""Realistic"":564,""Indie"":517,""Atmospheric"":498,""Mod"":447,""Adventure"":418,""Massively Multiplayer"":375}"
74|370910|Kathy Rain|Clifftop Games|Raw Fury|3245|261|738|0|271|0|6|Adventure, Indie|"{""Point & Click"":13760,""Adventure"":217,""Pixel Graphics"":155,""Female Protagonist"":145,""Mystery"":132,""Indie"":115,""Detective"":113,""Singleplayer"":72,""Story Rich"":63,""Psychological Horror"":55,""Noir"":55,""Puzzle"":54,""Retro"":50,""RPG"":47,""Hand-drawn"":46,""Third Person"":43,""Atmospheric"":39,""Supernatural"":38,""Choices Matter"":36,""Exploration"":33}"
75|1046930|Dota Underlords|Valve|Valve|73612|15635|2767|116|387|146|2653|Casual, Free to Play, Strategy|"{""Free to Play"":684,""Strategy"":569,""Casual"":470,""Auto Battler"":452,""Multiplayer"":238,""Tactical"":167,""Chess"":162,""Turn-Based Tactics"":161,""Turn-Based"":131,""Mature"":97,""Competitive"":77,""Fantasy"":62,""Card Game"":48,""Board Game"":47,""Singleplayer"":47,""Deckbuilding"":47,""Co-op"":36,""Automation"":33,""PvP"":31,""MOBA"":23}"
76|466240|Deceit|World Makers|World Makers|66379|17681|384|2298|90|4400|740|Action, Free to Play, Indie|"{""PvP"":1645,""Multiplayer"":1610,""Free to Play"":1610,""Horror"":1604,""Social Deduction"":1587,""FPS"":1569,""Shooter"":1554,""First-Person"":1551,""Strategy"":1548,""Funny"":1539,""Choices Matter"":1059,""Psychological Horror"":1040,""Action"":1019,""Zombies"":1015,""Atmospheric"":1009,""Psychological"":1008,""Mystery"":1007,""Survival"":1000,""Survival Horror"":992,""Co-op"":986}"
77|60|Ricochet|Valve|Valve|3858|855|879|0|5|0|11|Action|"{""Action"":586,""FPS"":129,""Multiplayer"":105,""Classic"":89,""First-Person"":78,""Sci-fi"":54,""Shooter"":53,""Space"":43,""Cyberpunk"":38,""Memes"":30,""Platformer"":27,""Psychological Horror"":26,""Conspiracy"":26,""3D"":24,""Old School"":23,""Retro"":23,""Competitive"":17,""Cult Classic"":17,""Sports"":11,""Great Soundtrack"":9}"
78|255710|Cities: Skylines|Colossal Order Ltd.|Paradox Interactive|193387|13721|3948|335|799|181|14877|Simulation, Strategy|"{""City Builder"":4680,""Simulation"":3406,""Building"":2804,""Management"":2280,""Strategy"":2185,""Sandbox"":1985,""Singleplayer"":1905,""Moddable"":1670,""Economy"":1631,""Resource Management"":1290,""Mod"":1051,""Realistic"":932,""Replay Value"":737,""Casual"":687,""Modern"":579,""Real-Time with Pause"":561,""Family Friendly"":548,""Great Soundtrack"":455,""Funny"":290,""Action"":127}"
79|203160|Tomb Raider|Crystal Dynamics, Eidos-Montr\u00e9al, Feral Interactive (Mac), Nixxes|Square Enix, Feral Interactive (Mac)|207844|8247|994|11|463|12|611|Action, Adventure|"{""Adventure"":3013,""Action"":2636,""Female Protagonist"":1816,""Third Person"":1520,""Singleplayer"":1414,""Story Rich"":1227,""Third-Person Shooter"":1192,""Multiplayer"":1146,""Exploration"":1047,""Action-Adventure"":824,""Quick-Time Events"":821,""Atmospheric"":780,""Shooter"":731,""Puzzle"":721,""Stealth"":716,""Cinematic"":559,""Platformer"":436,""RPG"":368,""Reboot"":345,""3D Vision"":256}"
80|204360|Castle Crashers|The Behemoth|The Behemoth|90577|3503|623|39|252|39|378|Action, Adventure, Casual, Indie, RPG|"{""2D"":1999,""Online Co-Op"":1996,""Funny"":1990,""Beat 'em up"":1986,""Hack and Slash"":1983,""Adventure"":1974,""Co-op"":1972,""4 Player Local"":1641,""Local Co-Op"":1479,""Multiplayer"":1469,""Local Multiplayer"":1458,""Action"":1452,""Singleplayer"":1035,""Medieval"":984,""Cartoony"":973,""Cute"":972,""Comedy"":935,""RPG"":935,""Arcade"":933,""Casual"":931}"
81|814380|Sekiro: Shadows Die Twice - GOTY Edition|FromSoftware|Activision (Excluding Japan and Asia), FromSoftware (Japan), \u65b9\u5757\u6e38\u620f (Asia)|189766|9745|2775|104|1847|94|5735|Action, Adventure|"{""Souls-like"":1991,""Difficult"":1753,""Action"":1715,""Singleplayer"":1378,""Ninja"":1270,""Stealth"":1030,""Adventure"":952,""Third Person"":915,""Open World"":745,""Story Rich"":714,""Atmospheric"":663,""Violent"":659,""Assassin"":597,""Dark Fantasy"":577,""Hack and Slash"":546,""Great Soundtrack"":500,""RPG"":500,""Gore"":494,""Dark"":369,""Rhythm"":298}"
82|377160|Fallout 4|Bethesda Game Studios|Bethesda Softworks|235905|53569|5702|628|2163|165|20842|RPG|"{""Open World"":9205,""Post-apocalyptic"":8284,""Exploration"":6408,""Singleplayer"":6391,""RPG"":5885,""Adventure"":4893,""Atmospheric"":4891,""Shooter"":4626,""First-Person"":4200,""Story Rich"":4074,""Action"":3567,""Sci-fi"":3527,""FPS"":3471,""Action RPG"":3135,""Sandbox"":3089,""Great Soundtrack"":2867,""Third Person"":2800,""Survival"":2663,""Third-Person Shooter"":2213,""Character Customization"":1033}"
83|1203220|NARAKA: BLADEPOINT|24 Entertainment|NetEase Games Montr\u00e9al|100288|28340|8426|630|1981|412|89578|Action, Adventure, Massively Multiplayer|"{""Sexual Content"":759,""Battle Royale"":720,""Martial Arts"":705,""Multiplayer"":704,""Nudity"":700,""PvP"":690,""Survival"":679,""Third Person"":672,""Action"":668,""Hack and Slash"":665,""Massively Multiplayer"":660,""Character Customization"":655,""Parkour"":654,""Female Protagonist"":653,""Swordplay"":650,""Violent"":643,""Fighting"":637,""Adventure"":631,""Gore"":627,""Anime"":627}"
84|333930|Dirty Bomb|Splash Damage|Warchest Ltd.|47138|10880|741|0|67|0|112|Action, Free to Play|"{""Hero Shooter"":2223,""Free to Play"":2054,""FPS"":1293,""Multiplayer"":1096,""Shooter"":1047,""Action"":879,""Team-Based"":767,""First-Person"":678,""Fast-Paced"":482,""Co-op"":462,""PvP"":450,""Class-Based"":405,""Competitive"":378,""Massively Multiplayer"":313,""Parkour"":313,""Post-apocalyptic"":246,""Controller"":242,""Singleplayer"":234,""Open World"":224,""Gore"":205}"
85|278360|A Story About My Uncle|Gone North Games|Coffee Stain Publishing|25683|2285|455|301|229|301|14|Adventure, Casual, Indie|"{""Adventure"":7126,""First-Person"":440,""Parkour"":429,""Singleplayer"":341,""Indie"":312,""Atmospheric"":280,""Platformer"":267,""Story Rich"":229,""Puzzle"":172,""3D Platformer"":167,""Fantasy"":163,""Casual"":148,""Short"":122,""Sci-fi"":119,""Relaxing"":108,""Action"":93,""Narration"":93,""Great Soundtrack"":84,""Family Friendly"":83,""Difficult"":76}"
86|219990|Grim Dawn|Crate Entertainment|Crate Entertainment|73448|5104|2815|50|786|53|2805|Action, Adventure, Indie, RPG|"{""Action RPG"":34628,""Hack and Slash"":7252,""Dark Fantasy"":7229,""RPG"":5706,""Loot"":4639,""Dungeon Crawler"":3351,""Co-op"":2865,""Dark"":2827,""Multiplayer"":2396,""Singleplayer"":1979,""Fantasy"":1916,""Action"":1754,""Adventure"":1459,""Isometric"":1178,""Atmospheric"":1026,""Post-apocalyptic"":914,""Indie"":726,""Zombies"":665,""Kickstarter"":365,""Crowdfunded"":314}"
87|107410|Arma 3|Bohemia Interactive|Bohemia Interactive|209144|22213|12609|801|1359|663|13315|Action, Simulation, Strategy|"{""Action"":5561,""Military"":5470,""Multiplayer"":5402,""Simulation"":4936,""Shooter"":4918,""Realistic"":4093,""First-Person"":4059,""Open World"":3759,""Tactical"":3609,""FPS"":3471,""War"":3326,""Co-op"":3256,""Strategy"":2641,""Sandbox"":2535,""Moddable"":1836,""Combat"":1820,""Singleplayer"":1816,""Online Co-Op"":1769,""Team-Based"":1672,""Third-Person Shooter"":1659}"
88|588430|Fallout Shelter|Bethesda Game Studios|Bethesda Softworks|47594|6206|772|33|132|45|2017|Free to Play, RPG, Simulation|"{""Free to Play"":2453,""Base-Building"":1593,""Survival"":1539,""Post-apocalyptic"":1298,""Singleplayer"":1049,""Simulation"":917,""Management"":874,""Strategy"":842,""2D"":762,""Building"":726,""Casual"":514,""Crafting"":504,""Adventure"":464,""Sandbox"":430,""RPG"":401,""Multiplayer"":375,""Funny"":320,""Atmospheric"":302,""Action"":290,""Great Soundtrack"":211}"
89|360|Half-Life Deathmatch: Source|Valve|Valve|2480|847|46|0|10|0|12|Action|"{""Action"":242,""FPS"":161,""Multiplayer"":125,""Shooter"":97,""Sci-fi"":86,""First-Person"":76,""Classic"":71,""Remake"":26,""Adventure"":16,""Fast-Paced"":13,""Competitive"":12,""Horror"":11,""Atmospheric"":9,""Singleplayer"":6}"
